,image,description,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
3130,https://www.wga.hu/detail/a/arcimbol/7silk/silk11.jpg,['\r\nDrawing No. 11 shows that the silk is wound again.\r\n\r\n\n'],"ARCIMBOLDO, Giuseppe","(b. 1526, Milano, d. 1593, Milano)","Treatise on Silk Culture and Manufacture (Series of Thirteen Drawings, No. 11)",c. 1586,"Pen blue ink and blue wash on paper, 308 x 190 mm","Museum of Fine Arts, Boston",graphics,other,Italian,1551-1600,Drawing No. 11 shows that the silk is wound again.
3177,https://www.wga.hu/detail/a/arnolfo/1/braye_4a.jpg,['\r\nThe detail shows the right acolyte.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Tomb of Cardinal de Braye (detail),after 1282,"Marble, height 63 cm","San Domenico, Orvieto",sculpture,religious,Italian,1251-1300,The detail shows the right acolyte.
3217,https://www.wga.hu/detail/a/arnolfo/4/02presep.jpg,['\r\nThe detail represents the three Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),1280s,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the three Magi.
3218,https://www.wga.hu/detail/a/arnolfo/4/02preseq.jpg,['\r\nThe detail represents two of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents two of the Magi.
3219,https://www.wga.hu/detail/a/arnolfo/4/02preser.jpg,['\r\nThe detail represents the three Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the three Magi.
3220,https://www.wga.hu/detail/a/arnolfo/4/02preses.jpg,['\r\nThe detail represents one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents one of the Magi.
3221,https://www.wga.hu/detail/a/arnolfo/4/02preset.jpg,['\r\nThe detail represents the head of one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the head of one of the Magi.
3222,https://www.wga.hu/detail/a/arnolfo/4/04presep.jpg,['\r\nThe detail represents the three Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),1280s,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the three Magi.
3223,https://www.wga.hu/detail/a/arnolfo/4/04preseq.jpg,['\r\nThe detail represents one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents one of the Magi.
3224,https://www.wga.hu/detail/a/arnolfo/4/04preses.jpg,['\r\nThe detail represents the head of one of the Magi.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the head of one of the Magi.
3226,https://www.wga.hu/detail/a/arnolfo/4/05preser.jpg,['\r\nThe detail represents two ox and the ass.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents two ox and the ass.
3227,https://www.wga.hu/detail/a/arnolfo/4/05preset.jpg,['\r\nThe detail represents the head of St Joseph.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Presepio (detail),-,Marble,"Santa Maria Maggiore, Rome",sculpture,religious,Italian,1251-1300,The detail represents the head of St Joseph.
3244,https://www.wga.hu/detail/a/arnolfo/6/6pisa1.jpg,['\r\nThis fragment came from the Baptistery.\r\n\r\n\n'],ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Head of a Young Man,-,Marble,"Museo dell'Opera del Duomo, Pisa",sculpture,portrait,Italian,1251-1300,This fragment came from the Baptistery.
3469,https://www.wga.hu/detail/b/backer/portlady.jpg,['\r\nThe painting is signed with monogram lower right.\r\n\r\n\n'],"BACKER, Jacob Adriaensz.","(b. 1608, Harlingen, d. 1651, Amsterdam)",Portrait of a Lady,-,"Oil on canvas, 77 x 61 cm",Private collection,painting,portrait,Dutch,1601-1650,The painting is signed with monogram lower right.
3483,https://www.wga.hu/detail/b/backhuys/the_gale.jpg,['\r\nThis painting is also known as The Gale.\r\n\r\n\n'],"BACKHUYSEN, Ludolf","(b. 1630, Emden, d. 1708, Amsterdam)",Fishing Boats and Coasting Vessel in Rough Weather,1660-63,"Oil on canvas, 46 x 66 cm","Musée du Louvre, Paris",painting,landscape,Dutch,1651-1700,This painting is also known as The Gale.
3626,https://www.wga.hu/detail/b/ballu/clotild2.jpg,['\r\nThe photo shows the portals of the main façade.\r\n\r\n\n'],"BALLU, Théodore","(b. 1817, Paris, d. 1885, Paris)",Exterior view,after 1839,Photo,"Sainte-Clotilde, Paris",architecture,other,French,1801-1850,The photo shows the portals of the main façade.
3639,https://www.wga.hu/detail/b/balzico/margaret.jpg,"[""\r\nThe statue was inspired by Goethe's Faust.\r\n\r\n\n""]","BALZICO, Alfonso","(b. 1825, Cava de' Tirreni, d. 1901, Roma)",Margarete,1852,Marble,"Galleria Nazionale d'Arte Moderna e Contemporanea, Rome",sculpture,other,Italian,1851-1900,The statue was inspired by Goethe's Faust.
3893,https://www.wga.hu/detail/b/bartolo/stabbot.jpg,['\r\nThis panel is a fragment of a larger painting.\r\n\r\n\n'],BARTOLO DI FREDI,"(b. ca. 1330, Siena, d. ca. 1410, Siena)",St Anthony Abbot,-,"Tempera on panel, gold ground, 39 x 33 cm",Private collection,painting,religious,Italian,1351-1400,This panel is a fragment of a larger painting.
3957,https://www.wga.hu/detail/b/basaiti/man_cap.jpg,['\r\nThe painter was influenced by Alvise Vivarini.\r\n\r\n\n'],"BASAITI, Marco",(active 1496-1530 in Venice),Portrait of a Man in a Cap,1500-10,"Tempera on panel, 19 x 13 cm","Museo Correr, Venice",painting,portrait,Italian,1501-1550,The painter was influenced by Alvise Vivarini.
3990,https://www.wga.hu/detail/b/basile/xmontec7.jpg,['\r\nThe photo shows the Sala della Regina.\r\n\r\n\n'],"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",architecture,interior,Italian,1851-1900,The photo shows the Sala della Regina.
3991,https://www.wga.hu/detail/b/basile/xmontec8.jpg,['\r\nThe photo shows the Sala della Lupa.\r\n\r\n\n'],"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",architecture,interior,Italian,1851-1900,The photo shows the Sala della Lupa.
4054,https://www.wga.hu/detail/b/bassen/5mass.jpg,['\r\nThe painting is signed and dated.\r\n\r\n\n'],"BASSEN, Bartholomeus van","(b. ca. 1590, Den Haag, d. 1652, Den Haag)",Figures at Mass in an Ornate Church Interior,1623,"Oil on canvas, 83 x 117 cm",Private collection,painting,interior,Dutch,1601-1650,The painting is signed and dated.
4105,https://www.wga.hu/detail/b/battaggi/crema3.jpg,['\r\nThe photo shows the main altar of the sanctuary.\r\n\r\n\n'],"BATTAGGIO, Giovanni di Domenico",(active 1465-1499 in Lombardy),Interior view,begun 1490,Photo,"Santa Maria della Croce, Crema",architecture,other,Italian,1451-1500,The photo shows the main altar of the sanctuary.
4108,https://www.wga.hu/detail/b/battaggi/lodi3.jpg,['\r\nThe photo shows a view of the cloister.\r\n\r\n\n'],"BATTAGGIO, Giovanni di Domenico",(active 1465-1499 in Lombardy),Interior view,begun 1488,Photo,"Incoronata, Lodi",architecture,other,Italian,1451-1500,The photo shows a view of the cloister.
4163,https://www.wga.hu/detail/b/beaugran/savoye4.jpg,['\r\nThe photo shows the courtyard façade.\r\n\r\n\n'],"BEAUGRANT, Guyot de","(b. ca. 1500, Lorraine, d. 1549, Elvillar)",Exterior view,c. 1526,Photo,"Hof van Savoye, Mechelen",architecture,other,Flemish,1501-1550,The photo shows the courtyard façade.
4223,https://www.wga.hu/detail/b/beechey/port_boy.jpg,['\r\nThe sitter is said to be Master Barker.\r\n\r\n\n'],"BEECHEY, Sir William","(b. 1753, Burford, d. 1839, London)",Portrait of a Boy,-,"Oil on canvas, 76 x 64 cm",Private collection,painting,portrait,English,1751-1800,The sitter is said to be Master Barker.
4290,https://www.wga.hu/detail/b/behrens/2aeg5.jpg,['\r\nBehrens designed this electric heater for AEG.\r\n\r\n\n'],"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Electric heater,1920,Copper,"Museum Künstlerkolonie, Darmstadt-Mathildenhöhe",metalwork,other,German,1851-1900,Behrens designed this electric heater for AEG.
4385,https://www.wga.hu/detail/b/bellini/giovanni/1460-69/ferreri/057ferr4.jpg,['\r\nThe picture shows the predella of the altarpiece.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Polyptych of San Vincenzo Ferreri (detail),1464-68,Tempera on panel,"Basilica dei Santi Giovanni e Paolo, Venice",painting,religious,Italian,1451-1500,The picture shows the predella of the altarpiece.
4402,https://www.wga.hu/detail/b/bellini/giovanni/1470-79/080madon.jpg,['\r\nThe painting is in an imperfect condition.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Madonna with Child,c. 1475,"Tempera on panel, 77 x 57 cm","Museo di Castelvecchio, Verona",painting,religious,Italian,1451-1500,The painting is in an imperfect condition.
4423,https://www.wga.hu/detail/b/bellini/giovanni/1480-89/100tran1.jpg,['\r\nThe picture shows the left side of the painting.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Transfiguration of Christ (detail),c. 1487,Oil on wood,"Museo Nazionale di Capodimonte, Naples",painting,religious,Italian,1451-1500,The picture shows the left side of the painting.
4442,https://www.wga.hu/detail/b/bellini/giovanni/1480-89/1giobbe/101giob5.jpg,['\r\nThe detail shows St Dominic and St Sebastian.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",San Giobbe Altarpiece (detail),c. 1487,"Oil on panel, width: 67 cm (size of detail)","Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,The detail shows St Dominic and St Sebastian.
4443,https://www.wga.hu/detail/b/bellini/giovanni/1480-89/1giobbe/101giob6.jpg,['\r\nThe detail shows three musician angels.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",San Giobbe Altarpiece (detail),c. 1487,Oil on panel,"Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,The detail shows three musician angels.
4465,https://www.wga.hu/detail/b/bellini/giovanni/1490-99/138sacr2.jpg,['\r\nThis detail shows the head of Saint Catherine.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Sacred Conversation (detail),c. 1490,Oil on wood,"Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,This detail shows the head of Saint Catherine.
4469,https://www.wga.hu/detail/b/bellini/giovanni/1490-99/149alle2.jpg,['\r\nThe picture shows the right side of the painting.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Sacred Allegory (detail),1490-1500,Oil on panel,"Galleria degli Uffizi, Florence",painting,religious,Italian,1451-1500,The picture shows the right side of the painting.
4483,https://www.wga.hu/detail/b/bellini/giovanni/1500-09/174madox.jpg,['\r\nThe detail shows the head of St John the Baptist.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Madonna and Child with St John the Baptist and a Saint (detail),1500-04,Oil on panel,"Gallerie dell'Accademia, Venice",painting,religious,Italian,1451-1500,The detail shows the head of St John the Baptist.
4497,https://www.wga.hu/detail/b/bellini/giovanni/1500-09/190cont2.jpg,['\r\nThe picture shows the right part of the painting.\r\n\r\n\n'],"BELLINI, Giovanni","(b. ca. 1426, Venezia, d. 1516, Venezia)",Continence of Scipio (detail),1507-08,"Oil on canvas, 74,8 x 35,6 cm (entire painting)","National Gallery of Art, Washington",painting,mythological,Italian,1451-1500,The picture shows the right part of the painting.
4751,https://www.wga.hu/detail/b/bergen/landscap.jpg,['\r\nDirk van Bergen was a Dutch painter and draftsman.\r\n\r\n\n'],"BERGEN, Dirk van","(b. ca. 1645, Haarlem, d. ca. 1690, Haarlem)",Landscape,1670s,"Oil on canvas, 24 x 30 cm","The Hermitage, St. Petersburg",painting,landscape,Dutch,1651-1700,Dirk van Bergen was a Dutch painter and draftsman.
4930,https://www.wga.hu/detail/b/bernini/gianlore/sculptur/1650/4rivers7.jpg,['\r\nThe detail shows the River Ganges.\r\n\r\n\n'],"BERNINI, Gian Lorenzo","(b. 1598, Napoli, d. 1680, Roma)",Fountain of the Four Rivers (detail),1648-51,Travertine and marble,"Piazza Navona, Rome",sculpture,mythological,Italian,1601-1650,The detail shows the River Ganges.
4965,https://www.wga.hu/detail/b/bernini/gianlore/sculptur/1670/alex2.jpg,['\r\nThe detail shows the figure of Truth.\r\n\r\n\n'],"BERNINI, Gian Lorenzo","(b. 1598, Napoli, d. 1680, Roma)",Tomb of Pope Alexander (Chigi) VII (detail),1671-78,"Marble and gilded bronze, over life-size","Basilica di San Pietro, Vatican",sculpture,religious,Italian,1601-1650,The detail shows the figure of Truth.
5018,https://www.wga.hu/detail/b/berrugue/pedro/annuncia.jpg,['\r\nThis is a late work of the artist.\r\n\r\n\n'],"BERRUGUETE, Pedro","(b. 1450, Paredes de Nava, d. 1504, Ávila)",Annunciation,-,Panel,"Monastery of Miraflores, Burgos",painting,religious,Spanish,1451-1500,This is a late work of the artist.
5022,https://www.wga.hu/detail/b/berrugue/pedro/holy_fam.jpg,['\r\nThe painting is signed and dated 1500.\r\n\r\n\n'],"BERRUGUETE, Pedro","(b. 1450, Paredes de Nava, d. 1504, Ávila)",Holy Family,1500,Panel,"Private collection, Paredes de Nava",painting,religious,Spanish,1451-1500,The painting is signed and dated 1500.
5070,https://www.wga.hu/detail/b/bertucci/relcross.jpg,"['\r\nThe cross is signed: ""Bertuci me fecit de Venecia"".\r\n\r\n\n']",BERTUCCIO DA VENEZIA,(active early 14th century in Venice),Reliquary cross,c. 1300,"Venetian crystal, 62 x 50 x 2 cm","Santa Croce, Florence",metalwork,religious,Italian,1301-1350,The cross is signed: Bertuci me fecit de Venecia.
5141,https://www.wga.hu/detail/b/bianchi1/bianchi2.jpg,['\r\nThe painting is signed lower right: M BIANCHI.\r\n\r\n\n'],"BIANCHI, Mosè","(b. 1840, Monza, d. 1904, Monza)",Street Scene,-,"Oil on panel, 34 x 25 cm",Private collection,painting,landscape,Italian,1851-1900,The painting is signed lower right: M BIANCHI.
5166,https://www.wga.hu/detail/b/bicci/lorenzo/villamag.jpg,['\r\nThis panel is a fragment of a larger altarpiece.\r\n\r\n\n'],BICCI DI LORENZO,"(b. 1373, Firenze, d. 1452, Firenze)",Blessed Gerard of Villamagna,-,"Tempera on panel, 20 x 12 cm",Private collection,painting,religious,Italian,1401-1450,This panel is a fragment of a larger altarpiece.
5287,https://www.wga.hu/detail/b/blake/081milto.jpg,"[""\r\nThis is an illustration to Milton's Paradise Lost.\r\n\r\n\n""]","BLAKE, William","(b. 1757, London, d. 1827, London)",Adam and Eve Sleeping,1808,"Pen and watercolor on paper, 492 x 387 mm","Museum of Fine Arts, Boston",graphics,religious,English,1751-1800,This is an illustration to Milton's Paradise Lost.
5289,https://www.wga.hu/detail/b/blake/083milto.jpg,"[""\r\nThis is an illustration to Milton's Paradise Lost.\r\n\r\n\n""]","BLAKE, William","(b. 1757, London, d. 1827, London)",Satan Watching the Caresses of Adam and Eve,1808,"Pen and watercolor on paper, 505 x 380 mm","Museum of Fine Arts, Boston",graphics,religious,English,1751-1800,This is an illustration to Milton's Paradise Lost.
5292,https://www.wga.hu/detail/b/blake/10job.jpg,['\r\nThis is Plate 20 of the Book of Job.\r\n\r\n\n'],"BLAKE, William","(b. 1757, London, d. 1827, London)",Job and his Daughters,1823-26,"Copper engraving, 217 x 170 mm","Tate Gallery, London",graphics,religious,English,1751-1800,This is Plate 20 of the Book of Job.
5293,https://www.wga.hu/detail/b/blake/11france.jpg,"[""\r\nThe scene is from Dante's Divine Comedy, Hell).\r\n\r\n\n""]","BLAKE, William","(b. 1757, London, d. 1827, London)","The Lovers' Whirlwind, Francesca da Rimini and Paolo Malatesta",1824-27,"Pen and ink and watercolour, 374 x 530 mm","Birmingham Museum and Art Gallery, Birmingham",graphics,other,English,1751-1800,"The scene is from Dante's Divine Comedy, Hell)."
5396,https://www.wga.hu/detail/b/blondel/children.jpg,['\r\nThe painting is signed and dated.\r\n\r\n\n'],"BLONDEL, Merry-Joseph","(b. 1781, Paris, d. 1853, Paris)",Two Children in an Empire Interior,1826,"Oil on canvas, 61 x 51 cm",Private collection,painting,genre,French,1801-1850,The painting is signed and dated.
5587,https://www.wga.hu/detail/b/bonasone/jupiter.jpg,['\r\nThis engraving was executed after Giulio Romano.\r\n\r\n\n'],"BONASONE, Giulio","(b. ca. 1510, Bologna, d. after 1576, Bologna)",Jupiter Suckled by the Goat Amalthea,after 1531,Engraving,"Bibliothèque Nationale, Paris",graphics,mythological,Italian,1501-1550,This engraving was executed after Giulio Romano.
5604,https://www.wga.hu/detail/b/bonheur/isidore/henissa1.jpg,['\r\nThe work is singed: I.BONHEUR and stamped: PEYROL.\r\n\r\n\n'],"BONHEUR, Isidore Jules","(b. 1827, Bordeaux, d. 1901, Paris)",The Horse Henissant,-,"Bronze, 69 x 82 cm",Private collection,sculpture,other,French,1851-1900,The work is singed: I.BONHEUR and stamped: PEYROL.
5605,https://www.wga.hu/detail/b/bonheur/isidore/henissa2.jpg,['\r\nThe work is singed: I.BONHEUR and stamped: PEYROL.\r\n\r\n\n'],"BONHEUR, Isidore Jules","(b. 1827, Bordeaux, d. 1901, Paris)",The Horse Henissant,-,"Bronze, 69 x 82 cm",Private collection,sculpture,other,French,1851-1900,The work is singed: I.BONHEUR and stamped: PEYROL.
5674,https://www.wga.hu/detail/b/bonnard/late4.jpg,['\r\nThe painting is signed lower left: Bonnard.\r\n\r\n\n'],"BONNARD, Pierre","(b. 1867, Fontenay-aux-Roses, d. 1947, Le Cannet)",Blue Pot,1920,"Oil on canvas, 46 x 40 cm",Private collection,painting,other,French,1851-1900,The painting is signed lower left: Bonnard.
5785,https://www.wga.hu/detail/b/borromin/santand4.jpg,['\r\nThe picture shows a detail of the dome.\r\n\r\n\n'],"BORROMINI, Francesco","(b. 1599, Bissone, d. 1667, Roma)",Exterior view,1653-67,Photo,"Sant'Andrea delle Fratte, Rome",architecture,other,Italian,1601-1650,The picture shows a detail of the dome.
